episode,episode_seed,episode_return,decision_count,normal_action_count,forced_action_count,random_action_count,policy_action_count,local_action_count,edge_action_count,cloud_action_count,drop_action_count,total_jobs,completed_jobs,dropped_jobs,unresolved_jobs,simulation_end_time,episode_updates,global_decision_steps,global_normal_action_steps,replay_size,replay_trainable_size,replay_forced_size,masac_update_step,critic_loss,q1_loss,q2_loss,actor_loss,alpha_loss,alpha,policy_entropy,target_entropy,mean_q1,mean_q2,mean_target_q,wall_time_seconds,per_agent_returns
82,123,-1487.0859809239698,3123,3029,94,0,3029,716,2123,190,94,1000,471,529,0,6255.252576878485,3123,268642,259770,200000,193205,6795,267625,1.6204845727425221,0.8144651347347227,0.8060194371441713,-95.19176827124437,-6.324160900226401e-05,0.6995623707771301,2.1586274361709656,2.158416595895665,93.87837005234131,93.87723518540147,93.87579551645474,72.9327151000034,"{""DC-1"": -334.90601601903194, ""DC-2"": -285.9022469448192, ""DC-3"": -337.80127486942183, ""DC-4"": -275.83693512544994, ""DC-5"": -252.63950796523537}"
83,124,-1496.044091895867,3282,3169,113,0,3169,695,2282,192,113,1000,490,510,0,6299.132576878485,3282,271924,262939,200000,193197,6803,270907,1.5834543458086772,0.7975588434175483,0.7858955043843067,-95.15289673697723,-0.0001551120283389589,0.6949171423912048,2.1587040208593367,2.1582388243683948,93.83951109491565,93.83916607054176,93.83706104573791,73.9534519999288,"{""DC-1"": -325.63108856431876, ""DC-2"": -302.810469112306, ""DC-3"": -384.57939431676004, ""DC-4"": -218.74128920254472, ""DC-5"": -264.28185069992116}"
84,125,-1487.9905248911512,3161,3062,99,0,3062,699,2161,202,99,1000,476,524,0,6211.692079818538,3161,275085,266001,200000,193212,6788,274068,1.5527002300898587,0.7784207832517219,0.7742794459613205,-95.08390893064244,0.0001057225020752017,0.697996199131012,2.1580308176075045,2.1582868604560472,93.77300168320711,93.7724887880484,93.76982156523644,71.34626940009184,"{""DC-1"": -305.0355281097992, ""DC-2"": -307.3398689960705, ""DC-3"": -347.24542491709343, ""DC-4"": -265.93695798841253, ""DC-5"": -262.43274487975856}"
85,126,-1475.8025014291554,3175,3069,106,0,3069,706,2175,188,106,1000,497,503,0,6080.578939287877,3175,278260,269070,200000,193215,6785,277243,1.4523815225803947,0.7312819583256414,0.7210995595802472,-95.00153171569343,8.67290611334849e-05,0.6992131471633911,2.158037826883511,2.1582312285055325,93.6896149474617,93.68999184676042,93.68853954885888,71.73101240000688,"{""DC-1"": -303.992600253242, ""DC-2"": -294.8991140049324, ""DC-3"": -355.9722164682347, ""DC-4"": -284.97435953530896, ""DC-5"": -235.96421116742735}"
86,127,-1467.4657376144448,3300,3189,111,0,3189,689,2300,200,111,1000,507,493,0,6301.742576878485,3300,281560,272259,200000,193212,6788,280543,1.489151798884074,0.7520833732548988,0.737068424866055,-94.97874701760031,-0.0001862302636657136,0.6946029663085938,2.1587131395484462,2.1581732881430424,93.66670953692812,93.66453729802912,93.6654652520382,74.7018853998743,"{""DC-1"": -309.96759340710196, ""DC-2"": -320.7208482176316, ""DC-3"": -339.58237569814867, ""DC-4"": -247.32756970781494, ""DC-5"": -249.86735058373654}"
87,128,-1500.4380379022116,3116,3008,108,0,3008,689,2116,203,108,1000,486,514,0,6149.162079818538,3116,284676,275267,200000,193208,6792,283659,1.4973894383600497,0.7662595233740106,0.7311299166406608,-95.00226443661651,0.00019912529183429574,0.6997565031051636,2.157566704248127,2.1580793880528755,93.6838527527639,93.6808237313306,93.68073159096636,71.29145779996179,"{""DC-1"": -271.01366300876117, ""DC-2"": -296.040412777625, ""DC-3"": -402.51148891945127, ""DC-4"": -244.90323105514523, ""DC-5"": -285.96924214121805}"
88,129,-1487.2262829224658,3260,3148,112,0,3148,676,2260,212,112,1000,493,507,0,6174.462576878485,3260,287936,278415,200000,193211,6789,286919,1.4173337603547822,0.7370627765778018,0.6802709825885442,-94.9310215487802,0.00012198279677294595,0.7035375833511353,2.1579811805596383,2.1582887340908403,93.61975668456657,93.61923597838981,93.61887431232476,75.66516760014929,"{""DC-1"": -260.3608325314284, ""DC-2"": -313.49542679542594, ""DC-3"": -352.05530389297553, ""DC-4"": -309.79083706832597, ""DC-5"": -251.52388263429623}"
89,130,-1524.7067603827265,3238,3128,110,0,3128,685,2238,205,110,1000,470,530,0,5497.701442561632,3238,291174,281543,200000,193222,6778,290157,1.2873924709327285,0.673090372618847,0.6143020943976096,-94.83245039310184,-0.00013846787577322404,0.6984767317771912,2.1587197058284775,2.1583051736005814,93.52328108327488,93.52125323120644,93.52222625939768,74.37100320006721,"{""DC-1"": -323.98221196873504, ""DC-2"": -297.7627960265014, ""DC-3"": -352.4391085858156, ""DC-4"": -292.93659510474225, ""DC-5"": -257.5860486969217}"
90,131,-1436.865174947568,3115,3012,103,0,3012,699,2115,198,103,1000,513,487,0,6258.472079818538,3115,294289,284555,200000,193206,6794,293272,1.427430327152938,0.7213938677004789,0.7060364612080695,-94.64760350308487,-8.452902774118712e-06,0.69800865650177,2.1583729028319087,2.158309589190047,93.34373768520202,93.34365908896751,93.34337346060127,72.11336140008643,"{""DC-1"": -312.4211093993627, ""DC-2"": -285.42953191100156, ""DC-3"": -281.3739901582171, ""DC-4"": -288.26331816898437, ""DC-5"": -269.37722530999736}"
91,132,-1459.0959690811264,3096,2993,103,0,2993,698,2096,199,103,1000,496,504,0,6187.948939287877,3096,297385,287548,200000,193196,6804,296368,1.4030216053532538,0.7262955046371973,0.6767260983336033,-94.2993067857215,4.929482190236834e-05,0.6989148855209351,2.158351232300125,2.1584569323586553,93.00027436249016,93.0019994065435,93.00048112499621,71.86612609983422,"{""DC-1"": -354.2626361217474, ""DC-2"": -300.06404017965986, ""DC-3"": -313.9497734526828, ""DC-4"": -253.16546650558902, ""DC-5"": -237.65405282143414}"
92,133,-1470.4985937832905,3163,3055,108,0,3055,701,2163,191,108,1000,496,504,0,6104.812079818538,3163,300548,290603,200000,193191,6809,299531,1.4173401142463178,0.7382180901963312,0.6791220258637541,-94.18857267164483,6.999178787936592e-05,0.7007373571395874,2.157915242291914,2.1580712458320783,92.88610348503988,92.88535740358182,92.88570815070385,73.4019162999466,"{""DC-1"": -263.91160007254854, ""DC-2"": -307.28653174288604, ""DC-3"": -356.54506409023963, ""DC-4"": -276.1862843129303, ""DC-5"": -266.5691135646729}"
93,134,-1496.3110608975949,3228,3130,98,0,3130,701,2228,201,98,1000,483,517,0,6504.622576878484,3228,303776,293733,200000,193205,6795,302759,1.2397241224771391,0.6460775434832369,0.5936465805080227,-94.087199734637,-0.0003119956468766592,0.6910379528999329,2.158917474554669,2.1580249773525395,92.78579071876875,92.78557504656294,92.78548809320954,75.68882000003941,"{""DC-1"": -319.5148897044752, ""DC-2"": -320.7532563913876, ""DC-3"": -326.21513239185475, ""DC-4"": -257.5817161909042, ""DC-5"": -272.2460662189608}"
94,135,-1513.2757908758042,3258,3137,121,0,3137,681,2258,198,121,1000,491,509,0,6094.762079818538,3258,307034,296870,200000,193194,6806,306017,1.3816200484521115,0.7091808182337739,0.672439229234989,-93.96425036669802,0.00022058332321742017,0.6972377300262451,2.157690248802588,2.1582580733108987,92.66673116994241,92.66566178314228,92.66642677864463,74.02865820005536,"{""DC-1"": -341.37149039491953, ""DC-2"": -282.5248955740524, ""DC-3"": -356.7801894379227, ""DC-4"": -258.40173566436937, ""DC-5"": -274.19747980452445}"
95,136,-1435.321419944705,3335,3233,102,0,3233,682,2335,216,102,1000,524,476,0,6255.252576878485,3335,310369,300103,200000,193202,6798,309352,1.3123708845435949,0.6798098988618808,0.6325609858649066,-93.85824805035226,-7.936049561153098e-05,0.6949992179870605,2.1582584290311435,2.1580129572655307,92.55547652351802,92.55488193632065,92.55400225226133,78.73461749986745,"{""DC-1"": -278.51966792778325, ""DC-2"": -306.52201540164737, ""DC-3"": -332.02252861992486, ""DC-4"": -222.6190300766104, ""DC-5"": -295.63817791872947}"
96,137,-1516.7581225138788,3250,3137,113,0,3137,708,2250,179,113,1000,490,510,0,6098.335776770987,3250,313619,303240,200000,193202,6798,312602,1.327883777490029,0.686642968063171,0.6412408096698614,-93.78442767803486,-3.336320996571046e-05,0.6940684914588928,2.1582715765879703,2.158149702145503,92.48139817223182,92.48161022714469,92.48043618304912,73.49662500014529,"{""DC-1"": -301.9669160344493, ""DC-2"": -300.2023364078488, ""DC-3"": -369.76353795940264, ""DC-4"": -295.6583436131675, ""DC-5"": -249.16698849899475}"
97,138,-1501.2626139387423,3393,3291,102,0,3291,705,2393,193,102,1000,494,506,0,6133.3989392878775,3393,317012,306531,200000,193207,6793,315995,1.2589425900201687,0.6367057830472981,0.6222368087163901,-93.67828661454591,5.316687332679793e-05,0.6953908801078796,2.158109906708425,2.158217164502536,92.38175224576275,92.38312228534765,92.3828136962387,77.46604129998013,"{""DC-1"": -311.3824767881416, ""DC-2"": -269.8844772889172, ""DC-3"": -441.32729858196853, ""DC-4"": -235.73176286024707, ""DC-5"": -242.93659841944685}"
98,139,-1517.2138036202455,3060,2958,102,0,2958,718,2060,180,102,1000,467,533,0,6290.032079818538,3060,320072,309489,200000,193211,6789,319055,1.35654420754294,0.6866447088716466,0.6698994987638168,-93.62828815435273,0.00013878882256392814,0.6988096237182617,2.1578041385980993,2.158158073238298,92.32601392160053,92.32544156492146,92.32662473192401,69.61658750008792,"{""DC-1"": -313.3729307615974, ""DC-2"": -325.68947173296266, ""DC-3"": -346.91182064489874, ""DC-4"": -267.4420656423719, ""DC-5"": -263.7975148384034}"
99,140,-1503.3754614451516,3182,3070,112,0,3070,695,2182,193,112,1000,483,517,0,6168.638939287877,3182,323254,312559,200000,193210,6790,322237,1.2327818522132619,0.6213087913311555,0.6114730635513905,-93.75831364716171,-4.309694793298934e-05,0.6983057856559753,2.158355724953916,2.158210457757462,92.45620118530196,92.45457423969607,92.45371216366982,72.28974650008604,"{""DC-1"": -294.69198956564844, ""DC-2"": -314.70995978668196, ""DC-3"": -395.17776307408724, ""DC-4"": -247.02367783654145, ""DC-5"": -251.7720711821783}"
100,141,-1434.5929746618979,3234,3139,95,0,3139,689,2234,216,95,1000,514,486,0,6122.3989392878775,3234,326488,315698,200000,193219,6781,325471,1.2182959426348785,0.6142860755149273,0.6040098648852379,-93.78892129958228,-0.0001268522277934161,0.6939433813095093,2.158743814177622,2.1583501771414952,92.48173702478262,92.48148874390176,92.48200665098248,73.33116849977523,"{""DC-1"": -261.33180775324587, ""DC-2"": -278.7892730886604, ""DC-3"": -413.6860091074479, ""DC-4"": -262.6901898679843, ""DC-5"": -218.09569484454616}"
101,142,-1450.7482672168824,3266,3156,110,0,3156,700,2266,190,110,1000,515,485,0,6192.502079818538,3266,329754,318854,200000,193225,6775,328737,1.2541774613537529,0.6219281092039735,0.6322493542713471,-93.65041867809214,7.678613096293957e-05,0.6956689953804016,2.158103621451313,2.1582781225351635,92.35240953098538,92.35072617960064,92.34980764581759,74.1731006000191,"{""DC-1"": -312.1169235732781, ""DC-2"": -306.8159937731136, ""DC-3"": -295.8939283449237, ""DC-4"": -278.5621277820355, ""DC-5"": -257.35929374352037}"
102,143,-1498.2488203136106,3217,3114,103,0,3114,695,2217,202,103,1000,486,514,0,6105.008939287876,3217,332971,321968,200000,193230,6770,331954,1.1468241214288997,0.5746795701330257,0.5721445521064749,-93.50491108418548,0.00011031057875127788,0.698882520198822,2.157839814513079,2.158112311533678,92.20174568515407,92.20208675015739,92.20198450393843,73.31444550002925,"{""DC-1"": -308.27772100283465, ""DC-2"": -381.83013321543064, ""DC-3"": -314.5297933477103, ""DC-4"": -261.49114275209223, ""DC-5"": -232.12002999552791}"
103,144,-1398.465185741606,3140,3050,90,0,3050,694,2140,216,90,1000,519,481,0,6123.022079818538,3140,336111,325018,200000,193244,6756,335094,1.1850244410478386,0.5907550034961503,0.5942694355253202,-93.53427479251934,-4.360489133867038e-05,0.6969715356826782,2.158466884436881,2.158307607993958,92.22898338949605,92.22721475248883,92.2269676257091,72.59200429986231,"{""DC-1"": -309.8044205071762, ""DC-2"": -284.785199537573, ""DC-3"": -331.0637800178381, ""DC-4"": -225.36303330836276, ""DC-5"": -247.44875237065148}"
104,145,-1514.400897962016,3408,3294,114,0,3294,697,2408,189,114,1000,492,508,0,6316.172576878485,3408,339519,328312,200000,193256,6744,338502,1.1479041126115082,0.5704554821771215,0.5774486306836137,-93.6919847900319,-3.372026663620633e-05,0.6956130862236023,2.158266277590268,2.158149902459601,92.38585863650685,92.3851527339416,92.38512062019026,78.80361339985393,"{""DC-1"": -318.83289320854266, ""DC-2"": -257.973509917001, ""DC-3"": -405.67941796165337, ""DC-4"": -268.0436001976583, ""DC-5"": -263.87147667714305}"
105,146,-1447.9459740871796,3000,2901,99,0,2901,690,2000,211,99,1000,495,505,0,6021.358939287877,3000,342519,331213,200000,193260,6740,341502,1.142683276375135,0.5739200822860002,0.5687631933589776,-93.89113428497315,0.0002530424531917864,0.7023870348930359,2.157643904368083,2.1583130888144173,92.57544039662679,92.57222875976562,92.57386144510905,69.43219179986045,"{""DC-1"": -329.5208443929717, ""DC-2"": -284.27176536242314, ""DC-3"": -341.32210814538524, ""DC-4"": -256.8035127710473, ""DC-5"": -236.02774341533924}"
106,147,-1501.9468253883438,3193,3086,107,0,3086,712,2193,181,107,1000,477,523,0,6265.742576878485,3193,345712,334299,200000,193258,6742,344695,1.1359164172901914,0.570286275911697,0.5656301428998782,-93.99283387912615,-6.69483074971912e-05,0.7000747919082642,2.1583955254332237,2.1581696403687403,92.6810816147467,92.6814459691106,92.68166325751645,73.54747610003687,"{""DC-1"": -342.65145494287765, ""DC-2"": -270.8123497567597, ""DC-3"": -354.2203148391508, ""DC-4"": -241.66180322995012, ""DC-5"": -292.60090261958584}"
107,148,-1477.3579626431163,3310,3201,109,0,3201,678,2310,213,109,1000,501,499,0,6125.942079818538,3310,349022,337500,200000,193249,6751,348005,1.230281112309309,0.6206855293397097,0.6095955819791897,-94.0940369228582,-1.5065407544357584e-05,0.7007145285606384,2.1582746353034166,2.1582217455630577,92.77780949341927,92.77785771073171,92.77951202392578,77.04284939984791,"{""DC-1"": -277.20176428981824, ""DC-2"": -323.80358729240703, ""DC-3"": -326.8129313599446, ""DC-4"": -302.18116243123893, ""DC-5"": -247.35851726969642}"
108,149,-1472.7447626051069,3274,3174,100,0,3174,708,2274,192,100,1000,493,507,0,6239.222576878486,3274,352296,340674,200000,193268,6732,351279,1.212047428784752,0.612615668890166,0.5994317619472506,-94.10917531213312,9.585605315668093e-05,0.7027459144592285,2.15817653404625,2.158403575311147,92.79895899684675,92.79917554907779,92.80022844746846,82.47091470006853,"{""DC-1"": -295.46154488696476, ""DC-2"": -320.8508791191786, ""DC-3"": -338.3193229095221, ""DC-4"": -294.9539667071062, ""DC-5"": -223.15904898232603}"
109,150,-1513.683926283024,3481,3369,112,0,3369,671,2481,217,112,1000,492,508,0,5982.976817000791,3481,355777,344043,200000,193278,6722,354760,1.2257771094925476,0.62609422070752,0.5996828881172366,-94.13045227085848,-6.799385163720876e-05,0.6997756361961365,2.15843084049581,2.1582087419115927,92.82531484479502,92.825096816381,92.8242359528491,84.75423500011675,"{""DC-1"": -301.7912870522355, ""DC-2"": -351.898399371599, ""DC-3"": -345.7517192863281, ""DC-4"": -238.61592423231048, ""DC-5"": -275.6265963405321}"
110,151,-1489.6018119875807,3190,3084,106,0,3084,685,2190,209,106,1000,489,511,0,6298.3025768784855,3190,358967,347127,200000,193285,6715,357950,1.0789358698181972,0.5397090908361827,0.5392267786363449,-94.16814880849425,-4.6390151507571505e-05,0.6988486647605896,2.1584931668069296,2.1583386170826735,92.86406605878967,92.86487251927487,92.86365849605548,77.48788599995896,"{""DC-1"": -357.33858159876394, ""DC-2"": -328.1563904871709, ""DC-3"": -316.997295676928, ""DC-4"": -230.74470137655402, ""DC-5"": -256.36484284815094}"
111,152,-1483.2843848681625,3193,3087,106,0,3087,688,2193,206,106,1000,490,510,0,6251.212576878485,3193,362160,350214,200000,193291,6709,361143,1.1383023541193191,0.5749910077330389,0.5633113453362453,-94.25385168776256,-0.00014604436036357127,0.6935823559761047,2.1588179214673473,2.1583847252881307,92.94248584158325,92.94186944958561,92.94124443897663,77.21857040002942,"{""DC-1"": -329.64137621779224, ""DC-2"": -314.4056415763909, ""DC-3"": -392.6042909617177, ""DC-4"": -233.6698545116618, ""DC-5"": -212.96322160058736}"
112,153,-1492.637113541565,3121,3016,105,0,3016,707,2121,188,105,1000,483,517,0,6149.848939287876,3121,365281,353230,200000,193281,6719,364264,1.0807297442899764,0.5386233385300185,0.542106405268186,-94.30321685536784,0.00024311828304446806,0.7013309597969055,2.1577399554675836,2.1583876206453927,92.9844791812035,92.98611225542523,92.98720618984096,75.2794731000904,"{""DC-1"": -300.26472882230826, ""DC-2"": -281.98680920916644, ""DC-3"": -378.68935400145125, ""DC-4"": -282.165188818328, ""DC-5"": -249.53103269029788}"
113,154,-1486.3469367114224,3312,3201,111,0,3201,683,2312,206,111,1000,497,503,0,6094.762079818538,3312,368593,356431,200000,193293,6707,367576,1.1575092261270192,0.5916466972282255,0.5658625280529549,-94.52259412940573,-7.110898375966989e-05,0.6990640163421631,2.1588185781586,2.158583827136795,93.20407632468404,93.20196841649962,93.20269117493561,78.8773136001546,"{""DC-1"": -284.03690179141836, ""DC-2"": -303.9901145816906, ""DC-3"": -343.73677088608133, ""DC-4"": -270.59397973134554, ""DC-5"": -283.9891697208697}"
114,155,-1500.4773790443132,3290,3185,105,0,3185,685,2290,210,105,1000,484,516,0,6278.192576878486,3290,371883,359616,200000,193294,6706,370866,1.3489059591184633,0.6641894134525832,0.684716545185782,-94.67917488121334,-6.166055748461375e-05,0.6971328854560852,2.1585819811081812,2.1583808085114033,93.35683839792176,93.35813695797442,93.35819210064085,78.1849987001624,"{""DC-1"": -285.0103282798525, ""DC-2"": -355.92113360520614, ""DC-3"": -353.89655773867037, ""DC-4"": -261.8523669116322, ""DC-5"": -243.79699250893754}"
115,156,-1493.1021383245127,3341,3241,100,0,3241,709,2341,191,100,1000,494,506,0,6275.862576878485,3341,375224,362857,200000,193295,6705,374207,1.252594476463694,0.6215226370768788,0.6310718390701489,-94.77162715497398,0.00024401893165801306,0.7047353386878967,2.157790795445835,2.158445561156948,93.45408941392805,93.45362837105516,93.45218247405357,80.520365400007,"{""DC-1"": -331.0459587885309, ""DC-2"": -326.0217386833, ""DC-3"": -344.20340641152205, ""DC-4"": -272.11600438016956, ""DC-5"": -219.71503006097197}"
116,157,-1536.33906549467,3170,3073,97,0,3073,722,2170,181,97,1000,454,546,0,6123.875420917914,3170,378394,365930,200000,193305,6695,377377,1.168934722860529,0.5863870099327918,0.5825477137973631,-94.98024286938015,-0.00017882182984649606,0.6990352869033813,2.159058942403703,2.1585259280370237,93.65337540779956,93.65238891986642,93.6522746185399,77.88770560012199,"{""DC-1"": -328.8764855019054, ""DC-2"": -301.873770435791, ""DC-3"": -389.0081199045975, ""DC-4"": -264.9476749046424, ""DC-5"": -251.63301474771632}"
117,158,-1532.4586111693413,3305,3188,117,0,3188,691,2305,192,117,1000,473,527,0,6074.675351571024,3305,381699,369118,200000,193311,6689,380682,1.2906226122433406,0.6515994718639284,0.6390231415155976,-94.9477940823415,-9.056817043295099e-05,0.6963884830474854,2.158784493808487,2.1585027549703253,93.62634684090895,93.62833868075788,93.62640151631273,80.37644919985905,"{""DC-1"": -307.6577606501026, ""DC-2"": -282.89039016114, ""DC-3"": -415.0933006418451, ""DC-4"": -282.36992264159153, ""DC-5"": -244.44723707464922}"
118,159,-1484.9717278977696,3339,3233,106,0,3233,693,2339,201,106,1000,503,497,0,6327.702576878485,3339,385038,372351,200000,193333,6667,384021,1.1760311005857398,0.6047114226080123,0.5713196790398649,-94.98023761521917,5.604319917551301e-05,0.6987143754959106,2.1583348753638667,2.1584642657479614,93.66388438482704,93.66516664864311,93.66289950059752,80.1497005999554,"{""DC-1"": -307.2523051901293, ""DC-2"": -327.25728987704423, ""DC-3"": -337.52589697183856, ""DC-4"": -296.6677329816689, ""DC-5"": -216.2685028770789}"
119,160,-1500.7421232672461,3182,3084,98,0,3084,711,2182,191,98,1000,478,522,0,6252.312576878485,3182,388220,375435,200000,193351,6649,387203,1.1060459861434682,0.5639855617400912,0.5420604249981122,-95.14054212204546,5.407810476353939e-05,0.6999861001968384,2.1585163117054496,2.1586297541425936,93.81439883449706,93.81393609085899,93.81281411910042,75.65697930008173,"{""DC-1"": -307.0070385799315, ""DC-2"": -302.43452389026584, ""DC-3"": -381.37822165923205, ""DC-4"": -235.42754568895444, ""DC-5"": -274.4947934488518}"
120,161,-1529.1451619165473,3474,3351,123,0,3351,666,2474,211,123,1000,489,511,0,6549.657560355561,3474,391694,378786,200000,193362,6638,390677,1.198163439203901,0.605999778799614,0.5921636617725857,-95.41751797664557,-6.882110650146624e-05,0.6969723105430603,2.1587792599962987,2.1585562968295267,94.08451525260473,94.0844362288559,94.08306731035741,82.46790020004846,"{""DC-1"": -278.54895611449894, ""DC-2"": -330.1875431357811, ""DC-3"": -379.9122530523746, ""DC-4"": -283.7585780222837, ""DC-5"": -256.7378315915836}"
121,162,-1501.4658959213455,3176,3059,117,0,3059,687,2176,196,117,1000,488,512,0,6227.422576878485,3176,394870,381845,200000,193346,6654,393853,1.1315365511295328,0.5727436123345451,0.5587929358438446,-95.6375131847276,9.722868830988404e-05,0.7000892758369446,2.1582970060689624,2.1585416552101635,94.3004557155542,94.3008535875181,94.30011995733535,75.24530970002525,"{""DC-1"": -296.7332171656814, ""DC-2"": -338.1138513179852, ""DC-3"": -352.9788106227613, ""DC-4"": -268.27820649658315, ""DC-5"": -245.36181031831887}"
122,163,-1504.342858842725,3213,3097,116,0,3097,677,2213,207,116,1000,495,505,0,6263.878939287877,3213,398083,384942,200000,193338,6662,397066,1.2629224361751519,0.637350209528065,0.6255722264708516,-95.7854308037234,-2.2269942544961862e-05,0.6994993686676025,2.1586083369280296,2.1585212415748023,94.46015300447979,94.46039313688257,94.45999459896807,76.69346950016916,"{""DC-1"": -251.67495478827706, ""DC-2"": -339.969883239101, ""DC-3"": -377.1401127713528, ""DC-4"": -243.5269359022806, ""DC-5"": -292.03097214169225}"
123,164,-1502.1458521910386,3212,3099,113,0,3099,694,2212,193,113,1000,491,509,0,6160.592079818538,3212,401295,388041,200000,193341,6659,400278,1.2422955613838482,0.6252035998077055,0.617091961900888,-95.77495788726236,-5.9389815494203e-05,0.6974427700042725,2.1587550585177886,2.158561332510833,94.45351008965099,94.45274262529233,94.45327039792262,76.48619599989615,"{""DC-1"": -288.4122469159208, ""DC-2"": -296.66266841886977, ""DC-3"": -366.52807265900645, ""DC-4"": -265.3776638879242, ""DC-5"": -285.1652003093048}"
124,165,-1537.8673944228428,3189,3084,105,0,3084,686,2189,209,105,1000,461,539,0,6266.622576878485,3189,404484,391125,200000,193348,6652,403467,1.1682539210587917,0.5853852982635445,0.5828686240989237,-95.67248501901756,9.04177768983434e-05,0.6993691325187683,2.158224358757524,2.158440815538925,94.35353260871645,94.35433404204164,94.35214356368296,79.84480420011096,"{""DC-1"": -329.37899476735555, ""DC-2"": -300.9949845288277, ""DC-3"": -361.88657163833244, ""DC-4"": -272.7184076770597, ""DC-5"": -272.88843581125366}"
125,166,-1450.8494511614017,3068,2964,104,0,2964,689,2068,207,104,1000,503,497,0,6082.255420917914,3068,407552,394089,200000,193341,6659,406535,1.1075422607818826,0.558624219032784,0.5489180410982655,-95.62655798552711,-3.262927511992598e-05,0.698621928691864,2.1585281126036016,2.158403392798587,94.30310691724078,94.30326226046685,94.30334427894483,75.21225630003028,"{""DC-1"": -339.02655449025957, ""DC-2"": -271.52841533147773, ""DC-3"": -306.409660443351, ""DC-4"": -266.7320775022154, ""DC-5"": -267.152743394091}"
1,42,-1468.049960470024,1386,1360,26,1360,0,877,386,97,26,1000,347,653,0,5966.285420917914,369,1386,1360,1386,1360,26,369,0.6345320876213271,0.31491590026755967,0.3196161880402707,-0.1283777313998479,1.0797560798827064,0.102731853723526,1.6919569187371066,2.16006101050028,-0.7855997115053706,-0.7827077400119758,-0.8116856958807969,13.681744900066406,"{""DC-1"": -298.73665306957787, ""DC-2"": -257.95436680046157, ""DC-3"": -339.44413242024257, ""DC-4"": -236.17197726554554, ""DC-5"": -335.74283091419403}"
2,43,-1502.699192724923,1335,1307,28,1307,0,875,335,97,28,1000,323,677,0,6239.222576878486,1335,2721,2667,2721,2667,54,1704,0.24203285198756372,0.12358894977397687,0.11844390217731061,-0.3958809291267216,1.6767473202073173,0.11798441410064697,1.3987355306353908,2.1589918450916303,-0.6817975411254369,-0.6823445857910627,-0.6813239666853058,27.393205599859357,"{""DC-1"": -285.0246203855698, ""DC-2"": -307.39000395554723, ""DC-3"": -284.6486490368572, ""DC-4"": -245.99476040379568, ""DC-5"": -379.64115894314995}"
3,44,-1464.7584227411185,1353,1336,17,1336,0,884,353,99,17,1000,328,672,0,5627.302278736786,1353,4074,4003,4074,4003,71,3057,0.1309958120253204,0.06823795107905722,0.06275786109494441,-0.8047953524681171,1.5363334464921126,0.13494248688220978,1.4154369990559568,2.1575607520425577,-0.3099816654287747,-0.31024901643780894,-0.30879408463488794,27.549429700011387,"{""DC-1"": -274.23129567386826, ""DC-2"": -284.3796993885814, ""DC-3"": -327.51739310544804, ""DC-4"": -245.00276823737767, ""DC-5"": -333.62726633584225}"
4,45,-2040.6603873582671,6553,6429,124,997,5432,766,5553,110,124,1000,358,642,0,6916.697560355562,6553,10627,10432,10627,10432,195,9610,0.03840428750263349,0.02058142633276825,0.01782286117860572,-2.977260876316779,1.0718446406502407,0.2527986466884613,1.5283991703637116,2.1573268849850065,2.0160194864754115,2.0161108933772205,2.0169434349673536,140.92437779996544,"{""DC-1"": -431.2945414632998, ""DC-2"": -367.84015706940255, ""DC-3"": -425.43715112520357, ""DC-4"": -389.1355186756411, ""DC-5"": -426.95301902453673}"
5,46,-1924.342750545413,7585,7383,202,0,7383,544,6585,254,202,1000,549,451,0,6223.665420917914,7585,18212,17815,18212,17815,397,17195,0.024677360265828233,0.012733138613611578,0.0119442216405521,-11.618930308003133,0.3917060551336115,0.492953896522522,1.795994992466765,2.156837258876431,10.688150627925825,10.688151286696634,10.68861868449081,165.52030510012992,"{""DC-1"": -417.6053621722809, ""DC-2"": -387.71676637128184, ""DC-3"": -453.64444515837846, ""DC-4"": -341.7426072311217, ""DC-5"": -323.6335696122839}"
6,47,-1612.312241680412,4139,3992,147,0,3992,661,3139,192,147,1000,491,509,0,6260.5525768784855,4139,22351,21807,22351,21807,544,21334,0.06940667547364761,0.03419687617889678,0.03520979928620039,-25.421709789230963,0.06334912765105792,0.648888111114502,2.0503882409351752,2.1571411596861805,24.1710914631171,24.170975100564966,24.171359317260652,93.59536259993911,"{""DC-1"": -329.1517057385343, ""DC-2"": -357.24460312530647, ""DC-3"": -365.37752035271126, ""DC-4"": -277.1777591474375, ""DC-5"": -283.3606533163964}"
7,48,-1491.0313470093092,3201,3090,111,0,3090,678,2201,211,111,1000,488,512,0,6191.668939287876,3201,25552,24897,25552,24897,655,24535,0.1547652814387158,0.07622472209735462,0.07854055920810726,-37.78091182488272,0.0044099879345945855,0.687225341796875,2.146571928096987,2.1574097276292568,36.339308000139724,36.33885812863675,36.33890687417552,74.22786640003324,"{""DC-1"": -308.6383317890198, ""DC-2"": -324.7854828853286, ""DC-3"": -360.2061454455021, ""DC-4"": -251.61576862817293, ""DC-5"": -245.78561826126912}"
